-1.28814 -0.690811 
2.42776 -1.60268 
0.483626 0.915338 
-0.357835 0.0186525 
0.9835 0.267145 
-0.412318 -0.870462 
-2.01154 0.196596 
1.74385 -1.55041 
1.00982 1.25822 
-1.05164 0.0535916 
-0.175672 1.25386 
-0.410362 -1.48789 
-1.24191 -0.985508 
0.14373 -1.41049 
0.623416 2.00134 
-0.161316 0.948188 
0.266347 0.517683 
0.221254 -0.941136 
-1.8752 -0.529187 
1.29251 -2.13793 
0.119791 1.2222 
0.0343139 0.588655 
0.596561 1.02815 
0.789826 -1.45924 
-1.442 -0.451 
1.80737 -1.69462 
-0.325661 1.53112 
-0.429927 -0.301542 
-0.136372 1.56487 
1.47162 -0.742172 
-1.99144 -1.09502 
2.32958 -1.24151 
0.154907 1.23755 
-1.3208 -0.157939 
-0.306596 1.31635 
1.88846 -0.711455 
-1.09149 -0.907418 
2.21689 -0.84066 
0.329637 1.58337 
-1.81112 0.284872 
1.27468 1.20839 
2.00028 -0.389452 
-0.96741 -1.18469 
1.76427 -1.02836 
-0.0522828 0.223058 
-1.22339 0.889543 
0.493739 1.68295 
1.16141 0.02754 
0.212867 -1.4937 
1.44201 -1.11743 
-0.342209 0.462938 
-1.06618 0.897641 
0.448884 2.3084 
2.45001 -1.22379 
-0.204057 -1.02341 
1.28202 -1.18921 
-0.0675187 -0.280812 
-0.568356 -0.884243 
1.1306 2.0581 
1.83035 -1.57457 
-0.281438 -2.11382 
0.393752 -0.189943 
-0.505077 0.342262 
-1.52156 -0.783384 
0.867874 1.67586 
1.36797 -1.12404 
-0.874043 -2.10564 
0.518109 -0.708628 
-0.319489 0.0111143 
-1.13672 -0.218294 
0.654986 1.38188 
1.57147 -0.808066 
-1.21882 -1.75291 
0.770044 0.280717 
-1.47427 0.568212 
-1.22646 -0.382972 
0.801156 1.27479 
2.40366 -1.03203 
-0.928881 -1.0997 
0.0386834 0.771402 
-1.33275 -0.256712 
-0.540407 -0.0944877 
0.185527 1.03594 
2.28296 -0.546836 
-0.415925 -1.48292 
1.12034 0.100405 
-2.0381 0.61613 
-0.0633376 -0.800227 
0.570344 1.21966 
1.95476 0.943275 
-0.530774 -1.71147 
0.569462 -0.0141075 
-1.09091 0.242957 
0.680439 -1.3597 
0.0494179 1.13333 
2.28775 1.23671 
-0.266429 -0.932954 
0.918236 0.898962 
-0.797132 -0.908618 
1.5662 -1.5486 
-0.0127666 0.263668 
1.99316 1.25187 
-0.69749 -1.50117 
0.505955 0.041187 
-0.0976987 -0.180434 
1.59839 -1.24074 
0.220252 0.514856 
2.89398 0.529188 
-0.488823 -1.23492 
1.22147 -0.825278 
-0.607989 0.248185 
1.15387 -1.06694 
-0.301614 0.851226 
1.30455 0.125531 
-0.154828 -1.29977 
1.04754 -0.190223 
-0.234079 -0.0227284 
0.403202 -1.15434 
-0.0856695 1.38751 
2.19254 0.212071 
-0.130919 -2.10455 
0.901665 -0.684264 
-1.02947 -0.438577 
1.1565 -1.16808 
-0.131983 0.851372 
1.76924 0.0356373 
-0.0639484 -2.1472 
1.08499 -1.51279 
-0.328359 0.00545047 
1.39496 -1.6288 
-0.201651 0.470553 
1.82868 0.283671 
-0.126352 -0.524936 
0.977649 -0.690676 
0.545416 0.338075 
1.31054 -1.34617 
-1.14107 0.133035 
1.74929 0.993488 
-0.593217 0.175242 
1.72784 -1.16196 
1.22371 0.731747 
1.13498 -1.89002 
-0.840266 0.755234 
0.151845 0.455551 
