10	0.750095	6.29035e-06
20	0.750095	6.638e-06
30	0.750095	6.76963e-06
40	0.750095	6.8102e-06
50	0.750095	6.85627e-06
60	0.750095	6.88997e-06
70	0.750095	6.91099e-06
80	0.750095	6.91027e-06
90	0.750095	6.92016e-06
100	0.750095	6.93059e-06
110	0.750095	6.96618e-06
120	0.750095	6.93118e-06
130	0.750095	6.9528e-06
140	0.750095	6.94446e-06
150	0.750095	6.95126e-06
160	0.750095	6.9576e-06
170	0.750095	6.97565e-06
180	0.750095	6.97279e-06
190	0.750095	6.97507e-06
200	0.750095	6.99292e-06
210	0.750095	7.01211e-06
220	0.750095	6.97282e-06
230	0.750095	6.97456e-06
240	0.750095	6.9767e-06
250	0.750095	6.99266e-06
260	0.750095	6.98201e-06
270	0.750095	7.00667e-06
280	0.750095	6.96777e-06
290	0.750095	6.97218e-06
300	0.750095	6.99148e-06
310	0.750095	6.9905e-06
320	0.750095	6.99661e-06
330	0.750095	6.97201e-06
340	0.750095	6.97502e-06
350	0.750095	7.00063e-06
360	0.750095	6.98622e-06
370	0.750095	6.95803e-06
380	0.750095	6.99899e-06
390	0.750095	6.99807e-06
400	0.750095	7.02719e-06
410	0.750095	6.99048e-06
420	0.750095	6.9781e-06
430	0.750095	6.98214e-06
440	0.750095	6.9906e-06
450	0.750095	6.99124e-06
460	0.750095	6.98596e-06
470	0.750095	6.94115e-06
480	0.750095	7.00679e-06
490	0.750095	6.95983e-06
500	0.750095	6.96627e-06
510	0.750095	7.00898e-06
520	0.750095	6.9759e-06
530	0.750095	6.94773e-06
540	0.750095	7.01398e-06
550	0.750095	6.97019e-06
560	0.750095	6.96813e-06
570	0.750095	6.93503e-06
580	0.750095	6.92578e-06
590	0.750095	7.01947e-06
600	0.750095	6.99232e-06
610	0.750095	6.99022e-06
620	0.750095	6.96371e-06
630	0.750095	6.98277e-06
640	0.750095	6.94536e-06
650	0.750095	6.92776e-06
660	0.750095	6.91104e-06
670	0.750095	6.9535e-06
680	0.750095	6.97541e-06
690	0.750095	6.96763e-06
700	0.750095	7.01531e-06
710	0.750095	6.96192e-06
720	0.750095	6.97968e-06
730	0.750095	6.93931e-06
740	0.750095	6.95185e-06
750	0.750095	6.96259e-06
760	0.750095	6.92068e-06
770	0.750095	7.00447e-06
780	0.750095	6.92138e-06
790	0.750095	6.94578e-06
800	0.750095	6.97859e-06
810	0.750095	6.92885e-06
820	0.750095	7.01118e-06
830	0.750095	6.92544e-06
840	0.750095	6.93671e-06
850	0.750095	6.91478e-06
860	0.750095	6.95126e-06
870	0.750095	6.97635e-06
880	0.750095	6.93519e-06
890	0.750095	6.98221e-06
900	0.750095	6.92602e-06
910	0.750095	6.93985e-06
920	0.750095	6.89607e-06
930	0.750095	6.92909e-06
940	0.750095	6.96565e-06
950	0.750095	6.92452e-06
960	0.750095	6.92367e-06
970	0.750095	6.91931e-06
980	0.750095	6.92183e-06
990	0.750095	6.86994e-06
1000	0.750095	6.96538e-06
1010	0.750095	6.93795e-06
1020	0.750095	6.93524e-06
1030	0.750095	6.99277e-06
1040	0.750095	6.96235e-06
1050	0.750095	6.90229e-06
1060	0.750095	6.92432e-06
1070	0.750095	6.93291e-06
1080	0.750095	6.91019e-06
1090	0.750095	6.88555e-06
1100	0.750095	6.89592e-06
1110	0.750095	6.8838e-06
1120	0.750095	6.91113e-06
1130	0.750095	6.92235e-06
1140	0.750095	6.89935e-06
1150	0.750095	6.91406e-06
1160	0.750095	6.88418e-06
1170	0.750095	6.88928e-06
1180	0.750095	6.91998e-06
1190	0.750095	7.01037e-06
1200	0.750095	6.90811e-06
1210	0.750095	6.90079e-06
1220	0.750095	6.96837e-06
1230	0.750095	6.85282e-06
1240	0.750095	6.95309e-06
1250	0.750095	6.88199e-06
1260	0.750095	6.95186e-06
1270	0.750095	6.93915e-06
1280	0.750095	6.92026e-06
1290	0.750095	6.86982e-06
1300	0.750095	6.89291e-06
1310	0.750095	6.89034e-06
1320	0.750095	6.89337e-06
1330	0.750095	6.8779e-06
1340	0.750095	6.9678e-06
1350	0.750095	6.91458e-06
1360	0.750095	6.94929e-06
1370	0.750095	6.90126e-06
1380	0.750095	6.90707e-06
1390	0.750095	6.9319e-06
1400	0.750095	6.94446e-06
1410	0.750095	6.94837e-06
1420	0.750095	6.9492e-06
1430	0.750095	6.9664e-06
1440	0.750095	6.96299e-06
1450	0.750095	6.94375e-06
1460	0.750095	6.88944e-06
1470	0.750095	6.9185e-06
1480	0.750095	6.86873e-06
1490	0.750095	6.98266e-06
1500	0.750095	6.94531e-06
1510	0.750095	6.93128e-06
1520	0.750095	6.87317e-06
1530	0.750095	6.89466e-06
1540	0.750095	6.96074e-06
1550	0.750095	6.93383e-06
1560	0.750095	6.94122e-06
1570	0.750095	6.91611e-06
1580	0.750095	6.9284e-06
1590	0.750095	6.94964e-06
1600	0.750095	6.9249e-06
1610	0.750095	6.89771e-06
1620	0.750095	6.94313e-06
1630	0.750095	6.88463e-06
1640	0.750095	6.91282e-06
