50 0.9 2500
-22.5 -22.5 4.90718e-06
-22.5 -21.6 6.75367e-06
-22.5 -20.7 9.42575e-06
-22.5 -19.8 1.4039e-05
-22.5 -18.9 1.96507e-05
-22.5 -18 2.51521e-05
-22.5 -17.1 3.30301e-05
-22.5 -16.2 3.81978e-05
-22.5 -15.3 4.0947e-05
-22.5 -14.4 6.13155e-05
-22.5 -13.5 6.83226e-05
-22.5 -12.6 6.86543e-05
-22.5 -11.7 8.98985e-05
-22.5 -10.8 0.000103919
-22.5 -9.9 0.000125089
-22.5 -9 0.000141389
-22.5 -8.1 0.000154693
-22.5 -7.2 0.000152673
-22.5 -6.3 0.000183944
-22.5 -5.4 0.000191466
-22.5 -4.5 0.000210603
-22.5 -3.6 0.000224007
-22.5 -2.7 0.00020211
-22.5 -1.8 0.000231122
-22.5 -0.9 0.00021632
-22.5 0 0.000257577
-22.5 0.9 0.000227115
-22.5 1.8 0.000224401
-22.5 2.7 0.000232214
-22.5 3.6 0.000224046
-22.5 4.5 0.000215323
-22.5 5.4 0.000204799
-22.5 6.3 0.000191953
-22.5 7.2 0.000184629
-22.5 8.1 0.000151951
-22.5 9 0.000127357
-22.5 9.9 0.000134097
-22.5 10.8 9.9679e-05
-22.5 11.7 9.33913e-05
-22.5 12.6 8.26339e-05
-22.5 13.5 6.93094e-05
-22.5 14.4 5.36965e-05
-22.5 15.3 4.48591e-05
-22.5 16.2 3.61381e-05
-22.5 17.1 2.58897e-05
-22.5 18 1.94608e-05
-22.5 18.9 1.76504e-05
-22.5 19.8 1.25267e-05
-22.5 20.7 1.09822e-05
-22.5 21.6 7.91199e-06
-21.6 -22.5 7.08275e-06
-21.6 -21.6 9.99976e-06
-21.6 -20.7 1.47304e-05
-21.6 -19.8 1.9996e-05
-21.6 -18.9 2.28915e-05
-21.6 -18 3.20477e-05
-21.6 -17.1 3.64262e-05
-21.6 -16.2 4.90808e-05
-21.6 -15.3 5.70373e-05
-21.6 -14.4 6.29179e-05
-21.6 -13.5 8.64455e-05
-21.6 -12.6 0.000106749
-21.6 -11.7 0.000119098
-21.6 -10.8 0.000119933
-21.6 -9.9 0.000164961
-21.6 -9 0.000185768
-21.6 -8.1 0.000194511
-21.6 -7.2 0.000222736
-21.6 -6.3 0.000216536
-21.6 -5.4 0.000247527
-21.6 -4.5 0.000288914
-21.6 -3.6 0.000252399
-21.6 -2.7 0.000286795
-21.6 -1.8 0.000269359
-21.6 -0.9 0.00030521
-21.6 0 0.000279559
-21.6 0.9 0.000296595
-21.6 1.8 0.000309396
-21.6 2.7 0.000273105
-21.6 3.6 0.000290283
-21.6 4.5 0.000284384
-21.6 5.4 0.000212857
-21.6 6.3 0.000244725
-21.6 7.2 0.000215837
-21.6 8.1 0.000208379
-21.6 9 0.000204172
-21.6 9.9 0.000158957
-21.6 10.8 0.0001475
-21.6 11.7 0.000117279
-21.6 12.6 0.000110319
-21.6 13.5 9.64487e-05
-21.6 14.4 7.60233e-05
-21.6 15.3 6.33225e-05
-21.6 16.2 5.23034e-05
-21.6 17.1 3.67425e-05
