50 0.18 250000
-4.5 -4.5 0.000680849
-4.5 -4.32 0.000668307
-4.5 -4.14 0.000655727
-4.5 -3.96 0.000643671
-4.5 -3.78 0.000631809
-4.5 -3.6 0.000620204
-4.5 -3.42 0.000609094
-4.5 -3.24 0.000598112
-4.5 -3.06 0.000587608
-4.5 -2.88 0.000577659
-4.5 -2.7 0.000567969
-4.5 -2.52 0.000559061
-4.5 -2.34 0.000549899
-4.5 -2.16 0.00054202
-4.5 -1.98 0.000534021
-4.5 -1.8 0.000527182
-4.5 -1.62 0.000521192
-4.5 -1.44 0.000515389
-4.5 -1.26 0.000510227
-4.5 -1.08 0.000505581
-4.5 -0.9 0.000501757
-4.5 -0.72 0.000498925
-4.5 -0.54 0.000495897
-4.5 -0.36 0.000494186
-4.5 -0.18 0.000493712
-4.5 0 0.000492996
-4.5 0.18 0.000493091
-4.5 0.36 0.00049444
-4.5 0.54 0.000496175
-4.5 0.72 0.000498623
-4.5 0.9 0.000501976
-4.5 1.08 0.000505266
-4.5 1.26 0.000510182
-4.5 1.44 0.000515303
-4.5 1.62 0.000521241
-4.5 1.8 0.00052734
-4.5 1.98 0.000534383
-4.5 2.16 0.000542096
-4.5 2.34 0.000550186
-4.5 2.52 0.000559091
-4.5 2.7 0.00056793
-4.5 2.88 0.000577333
-4.5 3.06 0.000587475
-4.5 3.24 0.000598294
-4.5 3.42 0.000609003
-4.5 3.6 0.000620181
-4.5 3.78 0.0006318
-4.5 3.96 0.000643673
-4.5 4.14 0.000655868
-4.5 4.32 0.000668462
-4.32 -4.5 0.000667784
-4.32 -4.32 0.000655059
-4.32 -4.14 0.000642439
-4.32 -3.96 0.000629723
-4.32 -3.78 0.000617897
-4.32 -3.6 0.000605808
-4.32 -3.42 0.000594585
-4.32 -3.24 0.0005834
-4.32 -3.06 0.000572374
-4.32 -2.88 0.000561985
-4.32 -2.7 0.00055216
-4.32 -2.52 0.000542266
-4.32 -2.34 0.000533783
-4.32 -2.16 0.00052542
-4.32 -1.98 0.000517321
-4.32 -1.8 0.000510244
-4.32 -1.62 0.000503854
-4.32 -1.44 0.000497909
