2 10 10 1000
0.5 0.3 3.86438 16.2948
0.5 0.4 3.76826 15.4077
0.5 0.5 3.69996 14.8141
0.5 0.6 3.64956 14.3736
0.5 0.7 3.60807 14.0196
0.5 0.8 3.57894 13.7765
0.5 0.9 3.55951 13.6159
0.5 1 3.53806 13.4436
0.5 1.1 3.52378 13.3307
0.5 1.2 3.51226 13.2416
0.6 0.3 3.48169 12.8246
0.6 0.4 3.39869 12.1417
0.6 0.5 3.34664 11.7344
0.6 0.6 3.3217 11.5421
0.6 0.7 3.29351 11.3318
0.6 0.8 3.27722 11.2109
0.6 0.9 3.2631 11.1106
0.6 1 3.2527 11.0357
0.6 1.1 3.24614 10.9929
0.6 1.2 3.23976 10.9545
0.7 0.3 3.2457 10.8606
0.7 0.4 3.19219 10.4545
0.7 0.5 3.15832 10.2063
0.7 0.6 3.13693 10.0571
0.7 0.7 3.12224 9.95951
0.7 0.8 3.11002 9.88285
0.7 0.9 3.09885 9.81736
0.7 1 3.09044 9.77148
0.7 1.1 3.08687 9.75998
0.7 1.2 3.08315 9.74845
0.8 0.3 3.10178 9.74127
0.8 0.4 3.06596 9.49076
0.8 0.5 3.04371 9.3422
0.8 0.6 3.03158 9.26855
0.8 0.7 3.02321 9.22465
0.8 0.8 3.01829 9.20458
0.8 0.9 3.017 9.21067
0.8 1 3.01428 9.20942
0.8 1.1 3.0122 9.21369
0.8 1.2 3.01282 9.23654
0.9 0.3 3.0243 9.17681
0.9 0.4 3.00411 9.04623
0.9 0.5 2.99331 8.98533
0.9 0.6 2.98927 8.97324
0.9 0.7 2.98787 8.9821
0.9 0.8 2.98826 9.00528
0.9 0.9 2.98997 9.03836
0.9 1 2.99306 9.08198
0.9 1.1 2.99532 9.12009
0.9 1.2 2.99916 9.16816
1 0.3 2.99569 8.98519
1 0.4 2.98703 8.94135
1 0.5 2.98446 8.94321
1 0.6 2.98582 8.97432
1 0.7 2.98947 9.02152
1 0.8 2.99408 9.07821
1 0.9 2.99953 9.14006
1 1 3.00791 9.22332
1 1.1 3.01335 9.28715
1 1.2 3.01955 9.35548
1.1 0.3 2.99928 9.03318
1.1 0.4 3.00122 9.06657
1.1 0.5 3.00638 9.12742
1.1 0.6 3.01283 9.19853
1.1 0.7 3.0194 9.27283
1.1 0.8 3.03038 9.3735
1.1 0.9 3.03793 9.45737
1.1 1 3.04572 9.54166
1.1 1.1 3.05366 9.62672
1.1 1.2 3.06184 9.71554
1.2 0.3 3.02766 9.2613
1.2 0.4 3.03679 9.35115
1.2 0.5 3.05094 9.4761
1.2 0.6 3.05939 9.56894
1.2 0.7 3.07475 9.70521
1.2 0.8 3.08616 9.8178
1.2 0.9 3.10039 9.94978
1.2 1 3.1104 10.0581
1.2 1.1 3.11876 10.1547
1.2 1.2 3.12989 10.267
1.3 0.3 3.07293 9.61552
1.3 0.4 3.0867 9.7492
1.3 0.5 3.10549 9.91203
1.3 0.6 3.12525 10.0835
1.3 0.7 3.14132 10.2321
1.3 0.8 3.15967 10.3985
1.3 0.9 3.17495 10.547
1.3 1 3.18892 10.6816
1.3 1.1 3.2023 10.8151
1.3 1.2 3.21141 10.9225
1.4 0.3 3.13038 10.0679
1.4 0.4 3.15195 10.2616
1.4 0.5 3.17509 10.4631
1.4 0.6 3.1963 10.6536
1.4 0.7 3.21917 10.8515
1.4 0.8 3.23412 11.0068
1.4 0.9 3.2539 11.1888
1.4 1 3.27321 11.3726
1.4 1.1 3.28674 11.5163
1.4 1.2 3.29691 11.633
