1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.5
1 0.6
0.9 0.504196
1 0.604196
0.9 0.504196
1 0.604196
0.9 0.504196
1 0.604196
0.9 0.504196
1 0.604196
0.9 0.504196
1 0.604196
0.9 0.504196
1 0.604196
0.9 0.504196
1 0.604196
0.9 0.504196
1 0.604196
0.9 0.504196
1 0.604196
0.9 0.504196
1 0.604196
0.9 0.504196
1 0.604196
0.9 0.504196
1 0.604196
0.9 0.504196
1 0.604196
0.9 0.504196
1 0.604196
0.9 0.504196
1 0.604196
0.9 0.504196
1 0.604196
0.9 0.510644
1 0.610644
0.9 0.515147
1 0.615147
0.9 0.51805
1 0.61805
0.9 0.533942
1 0.633942
0.9 0.539436
1 0.639436
0.9 0.544169
1 0.644169
0.9 0.570383
0.99467 0.670383
0.89467 0.588386
0.99467 0.688386
0.89467 0.588386
0.99467 0.688386
0.89467 0.588386
0.99467 0.688386
0.89467 0.588386
0.99467 0.688386
0.89467 0.588386
0.99467 0.688386
0.89467 0.588386
0.99467 0.688386
0.89467 0.588386
0.99467 0.688386
0.89467 0.588386
0.982965 0.677742
0.882965 0.577742
0.982965 0.677742
0.882965 0.577742
0.98074 0.677742
0.88074 0.577742
0.98074 0.677742
0.88074 0.577742
0.98074 0.677742
0.88074 0.577742
0.974364 0.677742
0.874364 0.577742
0.951787 0.661933
0.851787 0.577861
0.951787 0.677861
0.851787 0.589704
0.951787 0.689704
0.851787 0.59544
0.951787 0.69544
0.851787 0.613646
0.951787 0.711646
0.851787 0.619826
0.951787 0.712982
0.851787 0.624965
0.936321 0.700603
0.836321 0.631626
0.90515 0.691847
0.852473 0.662609
0.890912 0.695086
0.850826 0.67398
0.895928 0.705881
0.850897 0.680036
0.871908 0.696435
0.85495 0.687781
0.86682 0.697726
0.859227 0.69912
0.866132 0.709991
0.86228 0.710891
0.871841 0.721969
0.853288 0.713499
0.873143 0.729799
0.843184 0.717949
0.866753 0.737629
0.831906 0.721861
0.866507 0.74408
0.807532 0.71032
0.892279 0.764582
0.792279 0.694106
0.892279 0.768233
0.792279 0.694451
0.892279 0.764249
0.792279 0.697838
0.892279 0.766854
0.792279 0.706488
0.875217 0.760765
0.790751 0.720912
0.864915 0.766104
0.791275 0.731806
0.846435 0.766492
0.794938 0.742968
0.839158 0.76955
0.798528 0.750752
0.830098 0.767922
0.802017 0.755521
0.817852 0.766754
0.800803 0.76466
0.815506 0.77842
0.802392 0.777126
0.80341 0.780867
0.792879 0.777929
0.792321 0.781155
0.791765 0.779568
0.794498 0.777756
0.803578 0.783283
0.786936 0.776333
0.826142 0.794995
0.784828 0.775548
0.837975 0.800663
0.770372 0.768241
0.84183 0.804799
0.760572 0.767912
0.835923 0.809163
0.753579 0.769453
0.831686 0.810818
0.748392 0.769893
0.830993 0.815298
0.760948 0.782182
0.819511 0.813819
0.780334 0.795459
0.802847 0.807596
0.771912 0.791707
0.796064 0.80506
0.786521 0.800615
0.789217 0.801868
0.795291 0.804678
0.797984 0.804769
0.800373 0.801728
0.8233 0.809106
0.804832 0.795481
0.829489 0.804298
0.808972 0.791036
0.83195 0.797302
0.796162 0.77281
0.845806 0.79413
0.80427 0.771084
0.865978 0.801453
0.781847 0.759578
0.881847 0.818113
0.781847 0.762845
